origem;cnpj;cnae_id;regiao;estado;media_consumo;total_consumo;mediana;desvio_pd;variancia;media_score;total_score;30/09/2021 00:00;31/10/2021 00:00;30/11/2021 00:00;31/12/2021 00:00;31/01/2022 00:00;28/02/2022 00:00
0;18544121000160.0;843.0;3;11;1822.0;10932.0;1976.5;1031.0;1064728.0;219.0;619.0;1782;3437;2409;284;2171;849
1;18545124000118.0;843.0;3;11;1742.0;10453.0;1603.0;712.0;507701.0;34.0;459.0;3101;1423;1969;754;1728;1478
0;18555753000129.0;843.0;3;11;1888.0;11332.0;1907.0;1256.0;1578113.0;318.0;733.0;618;2429;176;3232;3492;1385
1;18679612000118.0;843.0;3;11;1886.0;11319.0;2122.5;832.0;693288.0;204.0;664.0;2519;675;958;2801;2640;1726
0;18699848000116.0;843.0;3;11;1741.0;10447.0;1539.0;801.0;641792.0;150.0;575.0;1284;2105;1134;3275;1794;855
1;18702747000157.0;843.0;3;11;1801.0;10810.0;2231.5;1131.0;1279590.0;203.0;599.0;2345;2564;2118;3209;544;30
0;18707928000176.0;843.0;3;11;1725.0;10352.0;1862.0;966.0;934147.0;197.0;618.0;2481;493;1243;2834;640;2661
1;18715858000106.0;843.0;3;11;1948.0;11690.0;2467.0;1193.0;1425486.0;293.0;722.0;2516;486;3105;2418;3043;122
0;18719261000121.0;844.0;3;11;1858.0;11151.0;1812.0;979.0;960106.0;294.0;702.0;1067;3233;2636;701;2557;957
1;18732363000187.0;844.0;3;11;2088.0;12530.0;1728.5;794.0;631197.0;241.0;700.0;1500;3077;3268;1416;1312;1957
0;18744705000189.0;844.0;3;11;2315.0;13890.0;2410.5;676.0;457902.0;235.0;745.0;2592;2894;1475;3250;1450;2229
1;18750152000177.0;844.0;3;11;2352.0;14116.0;2678.0;1024.0;1049023.0;217.0;735.0;3321;2228;3276;3128;1654;509
0;18751525000124.0;844.0;3;11;2225.0;13353.0;2368.5;949.0;902226.0;233.0;723.0;2975;2816;1921;1324;3498;819
1;19009237000161.0;844.0;3;11;1809.0;10859.0;1501.5;960.0;922857.0;217.0;615.0;1895;1108;2842;3275;1038;701
0;19009780000169.0;844.0;3;11;2109.0;12657.0;2443.5;740.0;548122.0;364.0;828.0;1520;2641;2862;2524;747;2363
1;19011083000142.0;844.0;3;11;1447.0;8684.0;1291.0;735.0;540956.0;150.0;503.0;526;1559;1023;988;1765;2823
0;19011107000163.0;844.0;3;11;2046.0;12276.0;2212.0;831.0;691654.0;233.0;732.0;2321;873;2103;1046;2951;2982
1;19014519000157.0;844.0;3;11;2859.0;17157.0;2792.0;305.0;93265.0;487.0;1000.0;2540;3434;2599;2916;3000;2668
0;19016084000180.0;845.0;3;11;1316.0;7898.0;1237.5;1158.0;1342587.0;132.0;453.0;127;66;2105;3125;472;2003
1;19017167000193.0;845.0;3;11;1245.0;7475.0;1000.5;948.0;900395.0;12.0;316.0;2777;2014;1597;351;332;404
0;19028243000166.0;845.0;3;11;1545.0;9272.0;1681.5;832.0;693719.0;136.0;513.0;1721;1642;960;1980;146;2823
1;19038676000100.0;846.0;3;11;733.0;4403.0;653.0;600.0;360950.0;14.0;193.0;69;622;1017;1866;684;145
0;19050300000103.0;846.0;3;11;1992.0;11953.0;2018.0;642.0;412437.0;220.0;658.0;1733;1904;2852;2511;2132;821
1;19054711000177.0;846.0;3;11;1245.0;7475.0;930.5;914.0;836064.0;84.0;388.0;2552;2360;1272;484;218;589
0;19058243000109.0;846.0;3;11;1982.0;11896.0;1970.0;1189.0;1414810.0;313.0;749.0;439;772;3473;3272;1355;2585
1;19070241000135.0;846.0;3;11;1045.0;6270.0;1161.5;658.0;433841.0;42.0;297.0;1554;119;897;1944;330;1426
2;19072238000150.0;846.0;3;11;1265.0;7590.0;1059.5;1185.0;1404301.0;207.0;486.0;33;2447;199;2881;1920;110
1;19073842000100.0;846.0;3;11;2141.0;12851.0;2042.0;731.0;534917.0;220.0;742.0;3192;1418;1387;1495;2770;2589
0;19076104000108.0;846.0;3;11;1355.0;8133.0;1778.0;915.0;837241.0;43.0;374.0;2364;102;1892;1664;88;2023
1;19078003000176.0;846.0;3;11;1654.0;9929.0;1612.0;1189.0;1415602.0;236.0;640.0;529;2252;2750;972;101;3325
0;19085845000155.0;846.0;3;11;2056.0;12341.0;2091.5;778.0;605793.0;220.0;673.0;3143;984;1317;2493;2714;1690
1;19095339000147.0;846.0;3;11;1585.0;9515.0;1724.5;615.0;378230.0;116.0;503.0;994;1818;1631;2141;2339;592
0;19109225000370.0;846.0;3;11;2326.0;13961.0;2579.0;881.0;777289.0;316.0;828.0;3145;2609;1122;2549;3365;1171
1;19114059000139.0;846.0;3;11;2494.0;14966.0;2780.0;1023.0;1046869.0;394.0;943.0;2734;263;2826;3187;3284;2672
0;19123143000119.0;846.0;3;11;1045.0;6275.0;313.0;1142.0;1304742.0;102.0;357.0;2470;314;64;285;2830;312
1;19127697000194.0;846.0;3;11;1956.0;11739.0;1880.5;1157.0;1338683.0;241.0;718.0;1873;3475;1888;375;801;3327
0;19137985000120.0;846.0;3;11;2038.0;12233.0;2317.5;1140.0;1299815.0;292.0;740.0;1754;3459;2881;734;2940;465
1;19139473000100.0;846.0;3;11;2133.0;12801.0;2115.0;655.0;429228.0;309.0;779.0;985;2362;1863;2846;2877;1868
0;19141562000183.0;846.0;3;11;1300.0;7802.0;1104.0;950.0;902655.0;121.0;439.0;2049;156;2938;451;1285;923
1;19160034000171.0;846.0;3;11;1655.0;9932.0;1920.5;639.0;409197.0;40.0;444.0;2412;1899;508;1942;1130;2041
0;19178497000160.0;846.0;3;11;2296.0;13780.0;2495.5;973.0;947790.0;314.0;820.0;1961;3091;3293;2027;444;2964
1;19220922000132.0;846.0;3;11;1148.0;6889.0;463.0;1295.0;1677080.0;100.0;381.0;3100;20;203;51;2792;723
0;19223409000103.0;846.0;3;11;2017.0;12103.0;2147.5;1203.0;1447634.0;328.0;772.0;570;3467;540;1515;2780;3231
1;19229339000192.0;846.0;3;11;1591.0;9548.0;1586.0;810.0;656553.0;144.0;533.0;428;2092;2208;1080;993;2747
0;19238812000106.0;846.0;3;10;2080.0;12483.0;2266.5;1041.0;1084394.0;314.0;771.0;1572;3084;2681;1852;3139;155
1;19247420000103.0;846.0;3;10;2149.0;12895.0;2139.0;541.0;293467.0;142.0;667.0;2066;1523;3182;2212;2285;1627
0;19256748000188.0;846.0;3;10;1023.0;6138.0;645.0;1068.0;1142320.0;137.0;387.0;145;231;3029;1059;12;1662
1;19265238000177.0;846.0;3;10;1978.0;11873.0;1904.0;1007.0;1015943.0;228.0;663.0;1659;283;2149;3120;3208;1454
0;19268993000105.0;846.0;3;10;1738.0;10431.0;1997.0;984.0;969102.0;143.0;567.0;1021;3163;2113;1881;40;2213
1;19269035000159.0;846.0;3;10;1266.0;7597.0;1258.5;561.0;315449.0;63.0;372.0;367;1327;2272;1049;1190;1392
0;19270960000108.0;846.0;3;10;2046.0;12278.0;2313.0;963.0;928943.0;319.0;769.0;585;1079;3051;2841;2937;1785
1;19271082000137.0;846.0;3;10;1769.0;10619.0;1541.0;1203.0;1447463.0;236.0;625.0;557;3347;418;947;3215;2135
0;19282258000156.0;846.0;3;10;1350.0;8102.0;1134.5;1097.0;1204726.0;128.0;458.0;276;1996;3250;473;1796;311
1;19284642000198.0;846.0;3;10;1582.0;9493.0;1116.5;1025.0;1051631.0;196.0;582.0;1372;613;666;861;2997;2984
0;19296450000100.0;847.0;3;10;1627.0;9767.0;1252.0;1007.0;1014688.0;216.0;574.0;1014;988;334;3012;2929;1490
1;19298342000168.0;847.0;3;10;1237.0;7424.0;1011.5;817.0;669052.0;136.0;438.0;1029;76;2789;994;1545;991
0;19309264000150.0;847.0;3;10;1112.0;6677.0;1090.0;647.0;419492.0;31.0;302.0;1726;2022;699;50;1169;1011
1;19311855000161.0;847.0;3;10;2363.0;14181.0;2618.0;929.0;864446.0;307.0;884.0;3396;2494;2742;1373;899;3277
0;19355533000114.0;847.0;3;10;1356.0;8141.0;1238.0;1059.0;1123507.0;215.0;546.0;1282;3038;181;113;1194;2333
1;19368684000107.0;847.0;3;10;2181.0;13088.0;2231.0;446.0;199647.0;224.0;704.0;2194;2685;2712;1693;1536;2268
0;19370012000136.0;847.0;3;10;2069.0;12414.0;2065.0;801.0;641682.0;123.0;628.0;3147;1820;592;2149;1981;2725
1;19388959000174.0;847.0;3;10;1898.0;11389.0;1786.5;1145.0;1312983.0;212.0;630.0;3207;3304;410;2473;1100;895
0;19393864000149.0;848.0;3;10;1518.0;9110.0;1593.5;909.0;827248.0;112.0;482.0;2377;1327;1860;777;2705;64
1;19439963000114.0;848.0;3;10;1239.0;7436.0;1468.5;581.0;337813.0;27.0;329.0;1852;368;1758;1502;521;1435
0;19457676000137.0;849.0;3;10;916.0;5499.0;612.5;835.0;697613.0;73.0;296.0;793;2746;729;433;496;302
1;19463510000123.0;850.0;3;10;2017.0;12106.0;2090.5;984.0;969325.0;132.0;624.0;3102;2229;1952;3015;1651;157
0;19471345000151.0;850.0;3;10;1749.0;10494.0;1675.5;689.0;475761.0;201.0;628.0;1820;1531;1133;2581;785;2644
1;19472002000101.0;850.0;3;10;1496.0;8980.0;1409.0;909.0;827998.0;149.0;514.0;891;1755;3160;284;1063;1827
0;19475081000104.0;850.0;3;10;1880.0;11285.0;1972.0;838.0;702910.0;205.0;664.0;2308;1321;461;2903;2656;1636
1;19476122000187.0;851.0;3;10;1774.0;10648.0;1729.0;1360.0;1850296.0;247.0;680.0;77;1604;193;3491;1854;3429
0;19485849000120.0;851.0;3;10;1911.0;11467.0;2138.5;983.0;967142.0;318.0;738.0;172;1357;1562;2910;2715;2751
1;19496881000101.0;852.0;3;10;1383.0;8300.0;1393.5;965.0;931849.0;123.0;461.0;748;2114;183;2039;450;2766
0;19502811000119.0;852.0;3;10;1360.0;8162.0;1403.5;501.0;251687.0;46.0;378.0;1237;1903;446;1570;1129;1877
1;19511086000145.0;852.0;3;10;1787.0;10724.0;1862.5;675.0;455932.0;203.0;639.0;1515;2482;1754;506;2496;1971
0;19542657000109.0;852.0;3;10;1708.0;10250.0;1749.0;875.0;767186.0;127.0;544.0;2654;1918;1580;169;2722;1207
1;19543683000151.0;852.0;3;10;1750.0;10502.0;1653.5;950.0;903024.0;138.0;565.0;2727;1306;1263;3003;202;2001
0;19629210000171.0;852.0;3;10;1586.0;9516.0;1697.0;821.0;675234.0;135.0;522.0;1402;1992;381;2065;827;2849
1;19641857000119.0;852.0;3;10;2571.0;15426.0;2803.5;745.0;555601.0;335.0;901.0;2418;1397;1852;3367;3203;3189
0;19653297000112.0;852.0;3;10;1924.0;11547.0;1835.5;1066.0;1138102.0;243.0;713.0;1301;227;1498;2173;2864;3484
1;19684092000102.0;853.0;3;10;2161.0;12969.0;2378.0;972.0;944832.0;217.0;693.0;2990;3121;3102;608;1382;1766
0;19684233000189.0;853.0;3;10;1581.0;9491.0;1312.0;962.0;926795.0;136.0;521.0;842;834;644;1967;3422;1782
1;19788101000105.0;853.0;3;10;1347.0;8083.0;1411.0;832.0;693248.0;118.0;446.0;1013;1905;1809;77;707;2572
0;19794732000129.0;853.0;3;10;1733.0;10402.0;1665.0;1064.0;1132308.0;149.0;572.0;2380;1172;1887;1443;35;3485
1;19796421000107.0;853.0;3;10;1470.0;8821.0;1510.5;856.0;732845.0;134.0;493.0;2232;873;1476;2656;1545;39
0;19810927000115.0;853.0;3;10;1125.0;6752.0;539.0;1113.0;1239497.0;110.0;385.0;227;358;3230;720;258;1959
1;19813247000155.0;855.0;3;10;1712.0;10274.0;1718.0;742.0;550612.0;198.0;616.0;2238;630;1198;2673;2343;1192
0;19840050000105.0;856.0;3;10;2088.0;12531.0;1975.0;613.0;376290.0;159.0;668.0;1330;2008;1707;1942;2236;3308
1;19840505000192.0;856.0;3;10;1608.0;9651.0;1497.0;755.0;571464.0;203.0;596.0;1095;1679;470;2646;2446;1315
0;19842396000142.0;856.0;3;10;1414.0;8484.0;934.5;1227.0;1505714.0;106.0;451.0;3089;702;429;1167;23;3074
1;19857059000129.0;856.0;3;10;1483.0;8900.0;1233.5;971.0;943850.0;109.0;471.0;2947;1240;2596;473;1227;417
0;19893085000102.0;856.0;3;10;2592.0;15556.0;2639.5;348.0;121290.0;391.0;961.0;2918;1915;2523;2943;2756;2501
1;19897812000100.0;856.0;3;10;2208.0;13253.0;2426.5;1146.0;1314275.0;217.0;703.0;3457;2561;3497;2292;476;970
0;19898125000109.0;856.0;3;10;1709.0;10254.0;1771.0;693.0;480960.0;196.0;613.0;1288;668;1179;2430;2435;2254
1;19906639000169.0;856.0;3;10;1816.0;10900.0;2093.0;568.0;323024.0;57.0;500.0;2377;847;2209;1977;1248;2242
0;19917128000142.0;856.0;3;10;1765.0;10594.0;1850.0;1112.0;1238198.0;283.0;714.0;1188;797;174;2512;3283;2640
1;19919407000145.0;856.0;3;10;1987.0;11925.0;2124.0;1177.0;1386973.0;336.0;773.0;297;2754;3412;1494;3125;843
0;19922948000122.0;856.0;3;10;1249.0;7495.0;1159.0;658.0;433410.0;38.0;342.0;544;1952;2224;1246;1072;457
1;19924557000147.0;856.0;3;10;977.0;5866.0;603.0;871.0;759957.0;106.0;345.0;651;1992;2354;203;111;555
0;19928046000101.0;856.0;3;10;2130.0;12785.0;2274.5;662.0;438391.0;223.0;743.0;2627;2342;1618;2207;987;3004
1;19934501000173.0;857.0;3;10;2124.0;12746.0;2283.5;637.0;406616.0;149.0;668.0;2389;1256;3140;1394;2281;2286
0;19936208000226.0;857.0;3;10;1864.0;11189.0;2042.0;1346.0;1813762.0;207.0;617.0;3441;232;3066;3037;1047;366
1;19945443000183.0;857.0;3;10;2302.0;13812.0;2544.5;682.0;466062.0;302.0;809.0;2805;2969;2415;2012;937;2674
0;19949663000185.0;857.0;3;10;2417.0;14507.0;2489.5;708.0;502572.0;326.0;858.0;1826;3396;2978;2176;1328;2803
1;19951464000101.0;857.0;3;10;2877.0;17262.0;2923.0;328.0;108150.0;491.0;1000.0;2409;2713;3133;3275;3165;2567
0;19956571000122.0;857.0;4;13;1863.0;11180.0;1775.0;806.0;650044.0;175.0;650.0;834;1562;2189;1245;1988;3362
1;19969273000177.0;857.0;4;13;1973.0;11840.0;1864.5;1101.0;1213878.0;241.0;685.0;3249;545;2634;1095;3240;1077
0;19979121000155.0;857.0;4;13;2228.0;13373.0;2395.0;1113.0;1239366.0;357.0;858.0;1891;3464;1191;527;2899;3401
1;19988963000173.0;857.0;4;13;1457.0;8744.0;1434.0;795.0;633317.0;165.0;536.0;248;812;2551;1245;1623;2265
0;19997921000107.0;857.0;4;13;1598.0;9588.0;1369.5;984.0;968595.0;121.0;529.0;3185;758;1023;1716;404;2502
2;20003219000151.0;857.0;4;13;1498.0;8990.0;1123.5;1011.0;1023459.0;251.0;589.0;1267;212;980;2621;3070;840
0;20004007000199.0;857.0;4;13;2263.0;13580.0;2117.5;874.0;764164.0;248.0;757.0;3245;3491;2452;1372;1783;1237
1;20012105000178.0;857.0;4;13;2310.0;13863.0;2734.5;1124.0;1264408.0;339.0;859.0;3222;3446;1539;2701;187;2768
0;20062856000107.0;857.0;4;13;2100.0;12602.0;1991.0;592.0;350811.0;159.0;695.0;1275;2285;2096;1886;3228;1832
1;20086662000133.0;857.0;4;13;1420.0;8521.0;1322.5;896.0;804349.0;136.0;498.0;1371;2972;259;606;2039;1274
0;20087412000118.0;857.0;4;13;1638.0;9829.0;1495.5;1061.0;1126812.0;253.0;671.0;1057;1934;110;3144;874;2710
1;20087635000185.0;857.0;4;13;2306.0;13836.0;2515.0;710.0;505219.0;347.0;865.0;2336;1177;1577;3162;2694;2890
0;20092922000183.0;857.0;4;13;2519.0;15114.0;2567.0;388.0;150545.0;417.0;983.0;2602;2772;1781;3039;2532;2388
1;20093208000100.0;857.0;4;13;2169.0;13018.0;2683.5;1017.0;1034340.0;298.0;786.0;2627;2876;3259;743;2740;773
0;20099005000120.0;857.0;4;13;1701.0;10209.0;1575.0;708.0;501801.0;248.0;630.0;947;2861;912;1708;2339;1442
1;20109279000153.0;859.0;4;13;2470.0;14824.0;2594.5;867.0;752372.0;331.0;887.0;2629;3447;2230;2560;757;3201
0;20141694000194.0;859.0;4;13;2589.0;15538.0;2563.0;325.0;106252.0;418.0;1000.0;2786;2444;2607;2056;3126;2519
1;20152346000112.0;859.0;4;13;1200.0;7202.0;920.0;1019.0;1039866.0;223.0;529.0;181;83;2611;647;1193;2487
0;20157795000153.0;859.0;4;13;1804.0;10826.0;1851.5;1183.0;1401472.0;236.0;696.0;2675;222;3058;708;1028;3135
1;20172764000171.0;859.0;4;13;1515.0;9092.0;1435.0;1174.0;1379451.0;204.0;544.0;2274;2554;107;3132;596;429
0;20175679000167.0;859.0;4;13;2281.0;13690.0;2422.5;735.0;541299.0;348.0;862.0;2412;882;1989;2697;2433;3277
0;20176802000164.0;859.0;4;13;2078.0;16624.0;2178.0;1224.0;1499878.0;263.0;730.0;3383;3410;2356;3433;28;777
0;20198434000155.0;859.0;4;13;2409.0;14454.0;2275.0;765.0;586092.0;352.0;894.0;2083;3338;2201;2349;1136;3347
1;20280678000182.0;860.0;4;13;970.0;5823.0;773.5;630.0;397441.0;12.0;260.0;778;1638;769;478;187;1973
0;20289876000107.0;860.0;4;13;1499.0;8996.0;1716.0;703.0;494664.0;150.0;533.0;296;1904;1646;1786;2452;912
1;20292056000174.0;860.0;4;13;1807.0;10842.0;2058.5;952.0;907366.0;149.0;610.0;2339;2294;383;1823;814;3189
0;20314748000176.0;860.0;4;13;1044.0;6265.0;1076.5;392.0;153851.0;56.0;322.0;410;779;1176;1662;977;1261
1;20324627000105.0;860.0;4;13;2048.0;12290.0;1898.5;709.0;503221.0;159.0;681.0;3144;1310;1321;1544;2718;2253
0;20329722000100.0;860.0;4;13;2102.0;12615.0;2394.0;906.0;822268.0;410.0;883.0;123;2524;2894;2333;2286;2455
1;20388338000170.0;860.0;4;13;1681.0;10091.0;1479.0;1224.0;1499989.0;258.0;637.0;260;3497;1267;1691;3013;363
0;20420357000136.0;860.0;4;13;2322.0;13937.0;2605.0;1066.0;1136654.0;346.0;868.0;2389;1522;2821;419;3319;3467
1;20429181000183.0;860.0;4;13;1671.0;10029.0;1958.0;1187.0;1409845.0;343.0;719.0;295;3047;28;1384;2532;2743
0;20445460000130.0;861.0;4;13;2349.0;14099.0;2310.5;533.0;284139.0;238.0;766.0;3116;2371;1440;2104;2818;2250
1;20446206000157.0;861.0;4;13;1871.0;11230.0;1772.5;719.0;518224.0;133.0;611.0;2539;1476;2948;722;1834;1711
0;20449102000104.0;861.0;4;13;1114.0;6688.0;614.5;1162.0;1352563.0;22.0;306.0;3327;1910;805;424;131;91
1;20450032000104.0;861.0;4;13;2244.0;13469.0;2264.0;799.0;638697.0;155.0;728.0;3111;1694;3233;2284;2244;903
0;20454307000170.0;861.0;4;13;1353.0;8123.0;1307.5;847.0;718278.0;126.0;472.0;2370;160;1449;1166;548;2430
1;20462634000173.0;861.0;4;13;2368.0;14212.0;2565.5;991.0;982250.0;237.0;770.0;3180;1977;3459;2875;2256;465
0;20475155000191.0;861.0;4;13;2034.0;12206.0;2273.0;1007.0;1016062.0;349.0;806.0;436;3145;3022;1057;2636;1910
1;20506177000171.0;861.0;4;13;2496.0;14979.0;2850.5;1037.0;1076325.0;433.0;995.0;2855;3422;2846;2370;294;3192
0;20525941000156.0;861.0;4;13;2647.0;15887.0;2852.5;743.0;553392.0;341.0;937.0;3499;3316;2586;1862;3119;1505
1;20534294000149.0;861.0;4;13;551.0;3311.0;410.5;379.0;144188.0;18.0;159.0;1253;83;343;372;811;449
0;20539060000194.0;861.0;4;13;1328.0;7970.0;1233.0;537.0;288901.0;73.0;412.0;568;1762;949;1209;1257;2225
1;20546298000147.0;861.0;4;13;2105.0;12630.0;2412.0;1002.0;1004335.0;231.0;704.0;2841;3039;3080;1983;1325;362
0;20552577000113.0;861.0;4;13;1169.0;7015.0;773.0;1073.0;1153050.0;144.0;442.0;400;867;53;1745;3271;679
1;20592734000114.0;861.0;4;13;2058.0;12353.0;2075.0;892.0;797352.0;235.0;698.0;2592;2838;1558;3248;722;1395
0;20594153000111.0;861.0;4;13;1310.0;7864.0;1072.0;1021.0;1042479.0;131.0;465.0;304;1524;3319;1572;525;620
1;20672092000163.0;861.0;4;13;1365.0;8190.0;1411.0;577.0;333651.0;133.0;482.0;1660;506;1220;2304;1602;898
0;20697683000195.0;861.0;4;13;1358.0;8152.0;1149.0;1021.0;1044378.0;120.0;467.0;1644;654;2158;159;489;3048
1;20706896000136.0;861.0;4;13;2173.0;13039.0;2244.5;834.0;695932.0;350.0;839.0;1813;1556;3236;852;2676;2906
0;20743761000140.0;861.0;4;13;1687.0;10122.0;1424.0;753.0;567742.0;169.0;599.0;1674;1174;971;2008;3173;1122
1;20746099000182.0;861.0;4;13;1645.0;9871.0;1326.0;1153.0;1330156.0;164.0;583.0;3063;828;1371;68;3260;1281
0;20746583000101.0;861.0;4;13;769.0;4619.0;463.5;903.0;816143.0;126.0;322.0;147;289;852;2686;638;7
1;20749152000107.0;861.0;4;13;1279.0;7675.0;1373.5;550.0;302655.0;24.0;351.0;1390;1624;402;2103;1357;799
0;20753271000125.0;861.0;4;13;1064.0;6385.0;824.5;648.0;420453.0;33.0;305.0;586;896;319;2202;753;1629
1;20756150000137.0;861.0;4;13;1386.0;8321.0;1128.0;960.0;922089.0;218.0;530.0;1450;2543;806;103;2709;710
0;20761079000180.0;862.0;4;13;1177.0;7067.0;412.5;1303.0;1699261.0;224.0;525.0;390;3443;435;270;29;2500
1;20814231000146.0;862.0;4;13;1732.0;10397.0;1715.5;1150.0;1323894.0;227.0;617.0;2230;1201;207;3010;3181;568
0;20819023000130.0;862.0;4;13;1994.0;11968.0;2334.0;1187.0;1410195.0;340.0;789.0;371;441;2406;2262;3400;3088
1;20823534000125.0;862.0;4;13;1576.0;9461.0;1220.0;854.0;730739.0;143.0;545.0;2703;622;2785;1067;1373;911
0;20832005000198.0;862.0;4;13;1844.0;11064.0;1934.5;955.0;912515.0;139.0;609.0;2963;2869;2227;306;1642;1057
1;20837758000196.0;862.0;4;13;1119.0;6719.0;751.5;990.0;981367.0;113.0;398.0;746;757;355;650;3303;908
0;20853465000100.0;862.0;4;13;1735.0;10413.0;1823.5;1039.0;1080856.0;106.0;548.0;3265;2248;2506;1399;733;262
1;20879202000162.0;862.0;4;13;1606.0;9640.0;1741.5;685.0;470347.0;127.0;536.0;2342;1779;950;497;2368;1704
0;20902083000111.0;869.0;4;13;1314.0;7886.0;1003.5;790.0;625139.0;226.0;521.0;427;925;2453;1082;2334;665
1;20907336000140.0;876.0;4;13;1861.0;11166.0;1756.5;903.0;817095.0;239.0;658.0;1456;2057;2940;2961;1315;437
0;20922615000182.0;878.0;4;13;1254.0;7529.0;891.5;1038.0;1077455.0;141.0;461.0;2453;819;964;442;5;2846
1;20924064000196.0;879.0;4;13;934.0;5604.0;679.5;695.0;483238.0;116.0;354.0;1233;2313;356;343;461;898
0;20935495000158.0;882.0;4;13;1759.0;10557.0;1783.0;637.0;405794.0;130.0;578.0;2208;2065;668;1464;2651;1501
1;20943272000132.0;882.0;4;13;950.0;5701.0;841.5;749.0;562046.0;156.0;398.0;393;2388;6;825;1231;858
0;20949546000109.0;882.0;4;13;1743.0;10460.0;1959.5;1476.0;2178925.0;262.0;707.0;3066;14;21;3343;853;3163
1;20951475000170.0;882.0;4;13;2286.0;13716.0;2536.0;796.0;634845.0;335.0;850.0;2709;1632;930;3373;2705;2367
0;20952256000106.0;882.0;4;13;1235.0;7411.0;907.0;1133.0;1284272.0;140.0;455.0;1985;3282;454;1360;28;302
1;20953025000117.0;884.0;4;13;1777.0;10667.0;1847.0;1090.0;1189431.0;119.0;572.0;3486;449;2589;1748;449;1946
0;20958646000193.0;884.0;4;13;1877.0;11263.0;1894.5;900.0;810883.0;247.0;669.0;2108;2652;3108;1394;1681;320
1;20975035000153.0;885.0;4;13;2059.0;12356.0;2332.0;819.0;670882.0;226.0;751.0;2635;2889;1770;2251;398;2413
0;21013793000153.0;885.0;4;13;2278.0;13670.0;2727.0;1186.0;1407520.0;319.0;832.0;2828;2626;3411;3492;604;709
2;21019777000178.0;885.0;4;13;1819.0;14556.0;1947.0;1249.0;1560125.0;264.0;673.0;3384;2559;80;1335;3154;2871
0;21020446000158.0;885.0;4;13;1778.0;10672.0;2115.5;851.0;724908.0;233.0;633.0;1132;2229;2745;2343;221;2002
1;21025755000110.0;885.0;4;13;1469.0;8814.0;1473.5;857.0;735706.0;158.0;533.0;1141;1200;1747;13;1876;2837
0;21041961000114.0;885.0;4;13;1507.0;9046.0;1322.5;984.0;969497.0;244.0;629.0;698;2423;1026;1619;218;3062
2;21049814000190.0;885.0;4;13;2052.0;12314.0;1919.0;939.0;881807.0;250.0;712.0;2972;2438;1020;1073;3411;1400
0;21050732000166.0;885.0;1;14;1801.0;10807.0;2312.0;1038.0;1078142.0;149.0;549.0;2796;2251;2373;495;223;2669
1;21065898000156.0;893.0;1;14;2084.0;12506.0;2109.0;873.0;763854.0;200.0;663.0;793;2852;2204;1274;3369;2014
0;21075702000104.0;893.0;1;14;1563.0;9379.0;946.0;1207.0;1458009.0;99.0;446.0;3059;3399;217;978;812;914
1;21077065000105.0;893.0;1;14;1065.0;6390.0;1147.5;422.0;178539.0;-2.0;234.0;1560;672;432;1396;1431;899
0;21077924000166.0;897.0;1;14;1871.0;11229.0;1892.0;817.0;668728.0;166.0;582.0;2010;1151;2490;1774;661;3143
1;21081004000111.0;907.0;1;14;758.0;4549.0;693.0;446.0;199648.0;-9.0;159.0;1401;345;1225;876;510;192
0;21086555000178.0;910.0;1;14;1804.0;10827.0;1986.0;921.0;849818.0;179.0;580.0;1031;305;2148;1824;3153;2366
1;21094769000196.0;917.0;1;14;2065.0;12393.0;2191.0;1102.0;1214895.0;274.0;732.0;471;2003;2379;883;3496;3161
0;21103969000168.0;921.0;1;14;1658.0;9949.0;1442.5;657.0;431718.0;114.0;482.0;1258;1194;2809;1627;876;2185
1;21112563000141.0;924.0;1;14;1865.0;11191.0;1790.5;693.0;481556.0;136.0;551.0;896;1438;2089;2200;1492;3076
0;21130688000102.0;924.0;1;14;1954.0;11728.0;1778.0;887.0;787168.0;92.0;526.0;3356;2705;1900;1656;1549;562
1;21155787000130.0;924.0;1;14;1797.0;10786.0;1602.5;1188.0;1413403.0;180.0;579.0;1115;461;531;3463;2090;3126
0;21162721000178.0;928.0;1;14;1268.0;7613.0;1064.0;785.0;617170.0;57.0;339.0;1351;560;1387;2873;665;777
1;21182018000121.0;928.0;1;14;1453.0;8719.0;1096.5;1092.0;1193772.0;74.0;397.0;3318;1331;558;862;210;2440
0;21188337000144.0;928.0;1;14;1744.0;10464.0;1817.0;832.0;693709.0;169.0;556.0;1490;1155;2438;378;2859;2144
1;21210082000179.0;928.0;1;14;1930.0;11580.0;2207.5;751.0;565402.0;235.0;640.0;1144;2315;2100;2418;2880;723
0;21210306000142.0;928.0;1;14;1971.0;11829.0;2338.0;1037.0;1075481.0;173.0;611.0;3193;55;1273;2632;2556;2120
1;21217607000106.0;928.0;1;14;1155.0;6935.0;604.5;1073.0;1151518.0;142.0;398.0;241;474;2470;735;2822;193
0;21223435000175.0;931.0;1;14;1486.0;8919.0;1207.0;808.0;654408.0;167.0;497.0;324;1085;1169;2572;2524;1245
1;21247086000121.0;931.0;1;14;2130.0;12783.0;2052.5;993.0;986232.0;196.0;669.0;1258;702;1891;3231;2214;3487
0;21251732000124.0;931.0;1;14;1809.0;10858.0;1748.5;729.0;532827.0;105.0;507.0;2966;2419;1935;813;1163;1562
